Campaign ID,Campaign Name,Campaign Code,Code Used,Code Quota,Campaign Start Date,Campaign End Date,Promo Duration
517,DOKU CEBAN ,CEBANPULSA6,495,500,"June 25, 2019, 00:00","July 10, 2019, 23:59",15 days
301,Jakcloth The Body Shop,JAKCLOTHTBS,0,100,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
676,CEBAN,CEBANDATAPULSA01,171,500,"January 25, 2021, 00:00","February 10, 2021, 23:59",16 days
682,CEBAN,ANGPAOCEBANMUSIC,5,250,"February 25, 2021, 00:00","March 10, 2021, 23:59",13 days
400,NONTON SERU BARENG DOKU ,DOKUDEADPOOL,0,"1,000","May 9, 2018, 00:00","May 31, 2018, 23:59",22 days
653,DOKU JALAN JALAN,DOKUKLOOK100,0,100,"July 25, 2020, 00:00","August 25, 2020, 23:59",31 days
666,CEBAN,CEBANOVEMBERTAGIHAN,490,500,"November 25, 2020, 00:00","December 10, 2020, 23:59",15 days
268,Indosat Pulsa 500,ISATPLS500,2,100,"October 23, 2017, 00:00","December 31, 2017, 23:59",69 days
713,CEBAN,DOKUGOCEBAN,0,250,"August 25, 2021, 00:00","September 10, 2021, 23:59",16 days
38,BREMIHYPER,BREMIHM,2,15,"February 5, 2016, 00:00","February 6, 2016, 23:59",1 days
231,PDPJuli - StyleKorean,STYLEKOREANJULI,0,50,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
392,test google dio,googleDIO,0,100,"May 2, 2018, 00:00","May 5, 2018, 23:59",3 days
553,DOKU CEBAN,MUSIC1010,26,250,"October 25, 2019, 00:00","November 10, 2019, 23:59",16 days
555,test unipin ,testuni1,0,50,"October 22, 2019, 00:00","October 25, 2019, 23:59",3 days
386,CEBANGTUNES,GTUNESCEBAN,1,100,"April 30, 2018, 00:00","May 10, 2018, 23:59",10 days
734,CEBAN,CEBANTAGIHANOCT,666,750,"October 25, 2021, 00:00","November 10, 2021, 23:59",16 days
308,Jakcloth Pulsa Data,OBRALPULSA,45,500,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
307,Jakcloth Lazada,JAKCLOTHLAZADA,105,200,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
725,CEBAN,CEBANGAMES99,750,750,"September 25, 2021, 00:00","October 10, 2021, 23:59",15 days
583,ANGPAO DOKU ,ANGPAOSAFARI,0,50,"February 1, 2020, 00:00","March 10, 2020, 23:59",38 days
636,MARHABAN DOKU ,UNIPINDOKU,29,"1,000","May 18, 2020, 00:00","June 18, 2020, 23:59",31 days
561,DOKU CEBAN,CEBANTAGOHAN11,0,500,"November 25, 2019, 00:00","December 10, 2019, 23:59",15 days
792,PROKLAMASI,DOKUPROKLAMASI,1,100,"August 17, 2022, 00:00","August 31, 2022, 23:59",14 days
868,CEBAN,CEBANSEP09,"1,479","1,500","August 25, 2023, 00:00","September 10, 2023, 23:59",16 days
65,Discount 10% XL100,XL100,62,510,"March 16, 2016, 00:00","May 31, 2016, 23:59",76 days
607,HAPPYDIRUMAH,HappyKFC,0,"1,000","March 27, 2020, 00:00","April 20, 2020, 23:59",24 days
610,HAPPYDIRUMAH,HappyPHD,9,"1,000","March 27, 2020, 00:00","April 20, 2020, 23:59",24 days
263,test cinemax,testmovie,0,25,"October 1, 2017, 00:00","October 31, 2017, 23:59",30 days
311,Harbolnas DOKU 50K,DOKUBOLNAS50K,2,750,"December 12, 2017, 00:00","December 31, 2017, 23:59",19 days
10,VoucherQC,VoucherQC,0,3,"December 29, 2015, 00:00","December 31, 2015, 23:59",2 days
664,CEBAN,CEBANMUSIC011,7,250,"October 25, 2020, 00:00","November 10, 2020, 23:59",16 days
